"Name","Tags","ID","State","Notes","User","Group","Job Type","Created","Updated","End Time","Runtime","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","epoch","test/mse","train/mse","val/mse","lr-Adam","trainer.max_epochs","callbacks.early_stopping._target_","callbacks.early_stopping.check_finite","callbacks.early_stopping.check_on_train_epoch_end","callbacks.early_stopping.min_delta","callbacks.early_stopping.mode","callbacks.early_stopping.monitor","callbacks.early_stopping.patience","callbacks.early_stopping.strict","callbacks.early_stopping.verbose","callbacks.learning_rate_monitor._target_","callbacks.learning_rate_monitor.logging_interval","callbacks.model_checkpoint._target_","callbacks.model_checkpoint.auto_insert_metric_name","callbacks.model_checkpoint.dirpath","callbacks.model_checkpoint.filename","callbacks.model_checkpoint.mode","callbacks.model_checkpoint.monitor","callbacks.model_checkpoint.save_last","callbacks.model_checkpoint.save_top_k","callbacks.model_checkpoint.save_weights_only","callbacks.model_checkpoint.verbose","callbacks.model_summary._target_","callbacks.model_summary.max_depth","data._target_","data.batch_size","data.data_dir","data.data_name","data.fm","data.num_workers","data.pin_memory","data.replicate","data.spectra_parameters.force_reconstruct","data.spectra_parameters.number_repeats","data.spectra_parameters.random_seed","data.spectra_parameters.sparsification_step","data.split","extras.distributed_storage","extras.enforce_tags","extras.ignore_warnings","extras.print_config","model._target_","model.criterion._target_","model.net._target_","model.net.hidden_dim","model.net.in_dim","model.net.num_layers","model.net.out_dim","model.optimizer._partial_","model.optimizer._target_","model.optimizer.lr","model.optimizer.weight_decay","model.scheduler._partial_","model.scheduler._target_","model.scheduler.factor","model.scheduler.min_lr","model.scheduler.mode","model.scheduler.patience","model/params/non_trainable","model/params/total","model/params/trainable","tags","task_name","trainer._target_","trainer.accelerator","trainer.check_val_every_n_epoch","trainer.default_root_dir","trainer.deterministic","trainer.devices","trainer.min_epochs","trainer.num_sanity_val_steps","trainer/global_step"
"chocolate-surf-45","hpo, mlp, norman, replicate_2, split_0.4","5p1nzgpw","finished","-","","mlp_norman_0.4","","2024-06-05T17:12:51.000Z","2024-06-05T17:21:22.000Z","2024-06-05T17:21:22.000Z","511","","sbg12","","","","1","NVIDIA A100-PCIE-40GB","100","0.13741736114025116","0.0668373554944992","0.06547163426876068","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","2","true","3","[42,44,46]","0.1","0.4","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","27900"
"neat-elevator-44","hpo, mlp, norman, replicate_1, split_0.4","hvxswwnb","finished","-","","mlp_norman_0.4","","2024-06-05T17:02:50.000Z","2024-06-05T17:11:52.000Z","2024-06-05T17:11:52.000Z","542","","sbg10","","","","1","NVIDIA A100-PCIE-40GB","100","0.06271529197692871","0.06388525664806366","0.06325511634349823","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","1","true","3","[42,44,46]","0.1","0.4","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","31600"
"pleasant-feather-43","hpo, mlp, norman, replicate_0, split_0.3","5jdjx3sj","finished","-","","mlp_norman_0.3","","2024-06-05T16:57:27.000Z","2024-06-05T17:11:45.000Z","2024-06-05T17:11:45.000Z","858","","sbg10","","","","1","NVIDIA A100-PCIE-40GB","100","0.06778668612241745","0.06259402632713318","0.06296595185995102","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","0","true","3","[42,44,46]","0.1","0.3","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","47000"
"devout-darkness-42","hpo, mlp, norman, replicate_2, split_0.3","nez33m64","finished","-","","mlp_norman_0.3","","2024-06-05T16:56:44.000Z","2024-06-05T17:11:21.000Z","2024-06-05T17:11:21.000Z","877","","sbg12","","","","1","NVIDIA A100-PCIE-40GB","100","0.06025755777955055","0.06280643492937088","0.06285972148180008","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","2","true","3","[42,44,46]","0.1","0.3","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","45100"
"vibrant-microwave-41","hpo, mlp, norman, replicate_1, split_0.3","ns3fcjml","finished","-","","mlp_norman_0.3","","2024-06-05T16:54:23.000Z","2024-06-05T17:01:14.000Z","2024-06-05T17:01:14.000Z","411","","sbg10","","","","1","NVIDIA A100-PCIE-40GB","100","0.0695953518152237","0.062088098376989365","0.061916884034872055","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","1","true","3","[42,44,46]","0.1","0.3","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","41800"
"eager-sponge-40","hpo, mlp, norman, replicate_0, split_0.2","i4i90qm0","finished","-","","mlp_norman_0.2","","2024-06-05T16:37:27.000Z","2024-06-05T16:55:06.000Z","2024-06-05T16:55:06.000Z","1059","","sbg10","","","","1","NVIDIA A100-PCIE-40GB","100","0.05971414968371391","0.06299962103366852","0.0615307092666626","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","0","true","3","[42,44,46]","0.1","0.2","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","60000"
"northern-totem-39","hpo, mlp, norman, replicate_2, split_0.2","crpjyshh","finished","-","","mlp_norman_0.2","","2024-06-05T16:37:15.000Z","2024-06-05T16:54:33.000Z","2024-06-05T16:54:33.000Z","1038","","sbg12","","","","1","NVIDIA A100-PCIE-40GB","100","0.06206266209483147","0.06262841075658798","0.06275168806314468","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","2","true","3","[42,44,46]","0.1","0.2","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","54800"
"eager-mountain-38","hpo, mlp, norman, replicate_1, split_0.2","72nrwriu","finished","-","","mlp_norman_0.2","","2024-06-05T16:36:14.000Z","2024-06-05T16:52:17.000Z","2024-06-05T16:52:17.000Z","963","","sbg10","","","","1","NVIDIA A100-PCIE-40GB","100","0.06522305309772491","0.06207938492298126","0.06199924647808075","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","1","true","3","[42,44,46]","0.1","0.2","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","60700"
"stoic-pine-37","hpo, mlp, norman, replicate_1, split_0.1","chqasp97","finished","-","","mlp_norman_0.1","","2024-06-05T16:08:42.000Z","2024-06-05T16:33:14.000Z","2024-06-05T16:33:14.000Z","1472","","sbg10","","","","1","NVIDIA A100-PCIE-40GB","100","0.06623809039592743","0.05923791229724884","0.05960828065872192","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","1","true","3","[42,44,46]","0.1","0.1","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","84500"
"bumbling-puddle-36","hpo, mlp, norman, replicate_2, split_0.1","hmug0wxx","finished","-","","mlp_norman_0.1","","2024-06-05T16:08:30.000Z","2024-06-05T16:34:37.000Z","2024-06-05T16:34:37.000Z","1567","","sbg12","","","","1","NVIDIA A100-PCIE-40GB","100","0.06650858372449875","0.059724997729063034","0.05927378311753273","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","2","true","3","[42,44,46]","0.1","0.1","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","87000"
"cerulean-flower-35","hpo, mlp, norman, replicate_0, split_0.1","9ne3z6y3","finished","-","","mlp_norman_0.1","","2024-06-05T16:08:14.000Z","2024-06-05T16:34:28.000Z","2024-06-05T16:34:28.000Z","1574","","sbg10","","","","1","NVIDIA A100-PCIE-40GB","100","0.06270820647478104","0.06060025468468666","0.06045490503311157","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","0","true","3","[42,44,46]","0.1","0.1","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","90800"
"gallant-water-34","hpo, mlp, norman, replicate_0, split_0.0","mcalwn1b","finished","-","","mlp_norman_0.0","","2024-06-05T15:28:48.000Z","2024-06-05T16:03:59.000Z","2024-06-05T16:03:59.000Z","2111","","sbg10","","","","1","NVIDIA A100-PCIE-40GB","100","0.059971172362565994","0.059339527040719986","0.05971565097570419","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","0","true","3","[42,44,46]","0.1","0","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","107900"
"northern-plasma-33","hpo, mlp, norman, replicate_1, split_0.0","h30fyrlj","finished","-","","mlp_norman_0.0","","2024-06-05T15:28:48.000Z","2024-06-05T16:04:25.000Z","2024-06-05T16:04:25.000Z","2137","","sbg10","","","","1","NVIDIA A100-PCIE-40GB","100","0.06537839770317078","0.05844573676586151","0.05836574360728264","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","1","true","3","[42,44,46]","0.1","0","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","110200"
"gallant-glade-32","hpo, mlp, norman, replicate_2, split_0.0","rsxbd5j6","finished","-","","mlp_norman_0.0","","2024-06-05T15:28:43.000Z","2024-06-05T16:04:20.000Z","2024-06-05T16:04:20.000Z","2137","","sbg12","","","","1","NVIDIA A100-PCIE-40GB","100","0.058988992124795914","0.05925847589969635","0.059554893523454666","0.0001","100","lightning.pytorch.callbacks.EarlyStopping","true","false","0.0001","min","val/mse","50","true","false","lightning.pytorch.callbacks.LearningRateMonitor","epoch","lightning.pytorch.callbacks.ModelCheckpoint","false","${paths.output_dir}/checkpoints","best_model_at_epoch_{epoch:03d}","min","val/mse","true","1","false","false","lightning.pytorch.callbacks.RichModelSummary","-1","src.data.perturb_datamodule.PertDataModule","32","${paths.data_dir}","norman","geneformer","0","false","2","true","3","[42,44,46]","0.1","0","true","false","false","true","src.models.prediction_module.PredictionModule","torch.nn.MSELoss","src.models.components.predictors.MLP","256","${eval:'${emb_dim}*2'}","1","${total_genes}","true","torch.optim.Adam","0.0001","0","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","5e-9","min","15","0","661005","661005","[]","train","lightning.pytorch.trainer.Trainer","gpu","1","${paths.output_dir}","false","1","1","0","107600"
